No.	日付	海域	マス	出撃	ランク	敵艦隊	提督レベル	自陣形	敵陣形	自索敵	敵索敵	制空権	会敵	自触接	敵触接	自照明弾	敵照明弾	戦闘種別	艦名1	艦名2	艦名3	艦名4	艦名5	艦名6	自艦隊	巡目	攻撃艦	砲撃種別	砲撃回数	表示装備1	表示装備2	表示装備3	クリティカル	ダメージ	かばう	攻撃艦.編成順	攻撃艦.ID	攻撃艦.名前	攻撃艦.種別	攻撃艦.疲労	攻撃艦.戦闘後疲労	攻撃艦.残耐久	攻撃艦.最大耐久	攻撃艦.損傷	攻撃艦.残燃料	攻撃艦.戦闘後残燃料	攻撃艦.最大燃料	攻撃艦.残弾薬	攻撃艦.戦闘後残弾薬	攻撃艦.最大弾薬	攻撃艦.Lv	攻撃艦.速力	攻撃艦.火力	攻撃艦.雷装	攻撃艦.対空	攻撃艦.装甲	攻撃艦.回避	攻撃艦.対潜	攻撃艦.索敵	攻撃艦.運	攻撃艦.射程	攻撃艦.装備1.名前	攻撃艦.装備1.改修	攻撃艦.装備1.熟練度	攻撃艦.装備1.搭載数	攻撃艦.装備1.戦闘後搭載数	攻撃艦.装備2.名前	攻撃艦.装備2.改修	攻撃艦.装備2.熟練度	攻撃艦.装備2.搭載数	攻撃艦.装備2.戦闘後搭載数	攻撃艦.装備3.名前	攻撃艦.装備3.改修	攻撃艦.装備3.熟練度	攻撃艦.装備3.搭載数	攻撃艦.装備3.戦闘後搭載数	攻撃艦.装備4.名前	攻撃艦.装備4.改修	攻撃艦.装備4.熟練度	攻撃艦.装備4.搭載数	攻撃艦.装備4.戦闘後搭載数	攻撃艦.装備5.名前	攻撃艦.装備5.改修	攻撃艦.装備5.熟練度	攻撃艦.装備5.搭載数	攻撃艦.装備5.戦闘後搭載数	攻撃艦.装備6.名前	攻撃艦.装備6.改修	攻撃艦.装備6.熟練度	攻撃艦.装備6.搭載数	攻撃艦.装備6.戦闘後搭載数	防御艦.編成順	防御艦.ID	防御艦.名前	防御艦.種別	防御艦.疲労	防御艦.戦闘後疲労	防御艦.残耐久	防御艦.最大耐久	防御艦.損傷	防御艦.残燃料	防御艦.戦闘後残燃料	防御艦.最大燃料	防御艦.残弾薬	防御艦.戦闘後残弾薬	防御艦.最大弾薬	防御艦.Lv	防御艦.速力	防御艦.火力	防御艦.雷装	防御艦.対空	防御艦.装甲	防御艦.回避	防御艦.対潜	防御艦.索敵	防御艦.運	防御艦.射程	防御艦.装備1.名前	防御艦.装備1.改修	防御艦.装備1.熟練度	防御艦.装備1.搭載数	防御艦.装備1.戦闘後搭載数	防御艦.装備2.名前	防御艦.装備2.改修	防御艦.装備2.熟練度	防御艦.装備2.搭載数	防御艦.装備2.戦闘後搭載数	防御艦.装備3.名前	防御艦.装備3.改修	防御艦.装備3.熟練度	防御艦.装備3.搭載数	防御艦.装備3.戦闘後搭載数	防御艦.装備4.名前	防御艦.装備4.改修	防御艦.装備4.熟練度	防御艦.装備4.搭載数	防御艦.装備4.戦闘後搭載数	防御艦.装備5.名前	防御艦.装備5.改修	防御艦.装備5.熟練度	防御艦.装備5.搭載数	防御艦.装備5.戦闘後搭載数	防御艦.装備6.名前	防御艦.装備6.改修	防御艦.装備6.熟練度	防御艦.装備6.搭載数	防御艦.装備6.戦闘後搭載数	艦隊種類	敵艦隊種類
11	2023-09-01 23:59:24	東部オリョール海	マップ:2-3 セル:10		勝利S	敵巡洋艦戦隊	120	単縦陣	単縦陣	発見!	発見!	制空権確保	同航戦					砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			2	105	0	6	195	綾波改二	駆逐艦	51	52	37	37	小破未満	9	6	15	12	8	20	172	高速	84	91	80	55	128	93	84	44	中	10cm連装高角砲+高射装置	10	0	0	0	10cm連装高角砲+高射装置	10	0	0	0	GFCS Mk.37	0	0	0	0											熟練見張員	0	0			3	1521	雷巡チ級 elite	重雷装巡洋艦			1	50	大破			0			0	1	高速	38	82	23	34	0	0	0	0	中	6inch連装速射砲					21inch魚雷後期型					21inch魚雷後期型																				通常艦隊	通常艦隊
12	2023-09-02 00:00:42	東部オリョール海	マップ:2-3 セル:14	ボス	勝利S	敵主力打撃群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	反航戦					砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	7	0	彗星二二型(六三四空/熟練)	九七式艦攻(友永隊)		2	187	0	2	408	隼鷹改二	軽空母	100	85	55	62	小破未満	18	9	45	20	10	50	161	低速	40	33	79	62	110	20	114	44	長	九七式艦攻(友永隊)	0	7	23	22	九七式艦攻(友永隊)	0	7	18	18	九七式艦攻(友永隊)	0	7	19	19	彗星二二型(六三四空/熟練)	0	7	4	4											1	1529	戦艦ル級 flagship	戦艦			88	98	小破未満			0			0	1	低速	130	0	91	99	0	1	10	0	長	16inch三連装砲					16inch三連装砲					深海棲艦偵察機					水上レーダ― Mark.I															通常艦隊	通常艦隊
13	2023-09-02 00:02:37	東部オリョール海	マップ:2-3 セル:1	出撃	勝利S	敵前衛警戒部隊	120	単縦陣	複縦陣	発見!	発見!	制空権確保	反航戦					砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	7	0	彗星二二型(六三四空/熟練)	九七式艦攻(友永隊)		2	288	0	2	408	隼鷹改二	軽空母	85	96	55	62	小破未満	45	36	45	50	40	50	161	低速	40	33	79	62	110	20	114	44	長	九七式艦攻(友永隊)	0	7	24	23	九七式艦攻(友永隊)	0	7	18	18	九七式艦攻(友永隊)	0	7	20	20	彗星二二型(六三四空/熟練)	0	7	4	4											1	1518	軽巡ホ級 elite	軽巡洋艦			48	48	小破未満			0			0	1	高速	32	40	23	30	0	1	5	0	中	5inch単装高射砲					深海棲艦偵察機																									通常艦隊	通常艦隊
14	2023-09-02 00:04:15	東部オリョール海	マップ:2-3 セル:19		勝利S	敵巡洋艦戦隊	120	単縦陣	複縦陣	発見!	発見!	制空権確保	同航戦	九七式艦攻(友永隊)				砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	7	0	彗星二二型(六三四空/熟練)	九七式艦攻(友永隊)		1	191	0	2	408	隼鷹改二	軽空母	96	97	55	62	小破未満	36	27	45	40	30	50	161	低速	40	33	79	62	110	20	114	44	長	九七式艦攻(友永隊)	0	7	23	23	九七式艦攻(友永隊)	0	7	18	18	九七式艦攻(友永隊)	0	7	20	20	彗星二二型(六三四空/熟練)	0	7	4	3											6	1575	駆逐イ級後期型	駆逐艦			35	35	小破未満			0			0	1	高速	40	60	30	22	0	23	0	0	短	5inch連装砲					深海ソナー Mk.II					深海爆雷投射機																				通常艦隊	通常艦隊
15	2023-09-02 00:04:15	東部オリョール海	マップ:2-3 セル:19		勝利S	敵巡洋艦戦隊	120	単縦陣	複縦陣	発見!	発見!	制空権確保	同航戦	九七式艦攻(友永隊)				砲撃戦	重巡リ級	重巡リ級	雷巡チ級	軽巡ヘ級	駆逐イ級後期型	駆逐イ級後期型	通常艦隊	1	敵軍	0	0	8inch三連装砲			1	13	0	1	1522	重巡リ級 elite	重巡洋艦			60	60	小破未満			0			0	1	高速	69	42	37	60	0	2	10	0	中	8inch三連装砲					6inch連装速射砲					深海棲艦偵察機					深海棲艦偵察機															6	195	綾波改二	駆逐艦	45	46	33	37	小破未満	12	9	15	16	12	20	172	高速	84	91	80	55	128	93	84	44	中	10cm連装高角砲+高射装置	10	0	0	0	10cm連装高角砲+高射装置	10	0	0	0	GFCS Mk.37	0	0	0	0											熟練見張員	0	0			通常艦隊	通常艦隊
16	2023-09-02 00:04:15	東部オリョール海	マップ:2-3 セル:19		勝利S	敵巡洋艦戦隊	120	単縦陣	複縦陣	発見!	発見!	制空権確保	同航戦	九七式艦攻(友永隊)				砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	20	0	6	195	綾波改二	駆逐艦	45	46	20	37	小破	12	9	15	16	12	20	172	高速	84	91	80	55	128	93	84	44	中	10cm連装高角砲+高射装置	10	0	0	0	10cm連装高角砲+高射装置	10	0	0	0	GFCS Mk.37	0	0	0	0											熟練見張員	0	0			1	1522	重巡リ級 elite	重巡洋艦			60	60	小破未満			0			0	1	高速	69	42	37	60	0	2	10	0	中	8inch三連装砲					6inch連装速射砲					深海棲艦偵察機					深海棲艦偵察機															通常艦隊	通常艦隊
17	2023-09-02 00:04:15	東部オリョール海	マップ:2-3 セル:19		勝利S	敵巡洋艦戦隊	120	単縦陣	複縦陣	発見!	発見!	制空権確保	同航戦	九七式艦攻(友永隊)				砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	18	0	5	567	不知火改二	駆逐艦	45	46	38	38	小破未満	12	9	15	16	12	20	173	高速	76	93	92	55	129	98	75	28	中	10cm連装高角砲+高射装置	10	0	0	0	10cm連装高角砲+高射装置	10	0	0	0	GFCS Mk.37	2	0	0	0											熟練見張員	0	0			1	1522	重巡リ級 elite	重巡洋艦			40	60	小破			0			0	1	高速	69	42	37	60	0	2	10	0	中	8inch三連装砲					6inch連装速射砲					深海棲艦偵察機					深海棲艦偵察機															通常艦隊	通常艦隊
18	2023-09-02 00:04:15	東部オリョール海	マップ:2-3 セル:19		勝利S	敵巡洋艦戦隊	120	単縦陣	複縦陣	発見!	発見!	制空権確保	同航戦	九七式艦攻(友永隊)				砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	7	0	烈風改二戊型(一航戦/熟練)	彗星(江草隊)	流星改(一航戦/熟練)	2	437	0	1	156	大鳳改	装甲空母	89	100	41	78	小破	72	54	90	60	45	75	171	高速	62	28	113	85	83	18	112	7	短	彗星(江草隊)	0	7	29	28	流星改(一航戦/熟練)	0	7	23	23	流星改(熟練)	2	7	23	23	烈風改二戊型(一航戦/熟練)	0	7	8	8						12cm30連装噴進砲改二	10	0			1	1522	重巡リ級 elite	重巡洋艦			22	60	中破			0			0	1	高速	69	42	37	60	0	2	10	0	中	8inch三連装砲					6inch連装速射砲					深海棲艦偵察機					深海棲艦偵察機															通常艦隊	通常艦隊
19	2023-09-02 00:05:30	東部オリョール海	マップ:2-3 セル:20	ボス	勝利S	敵主力打撃群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	同航戦					砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	0	0				2	412	0	2	408	隼鷹改二	軽空母	97	83	55	62	小破未満	27	18	45	30	20	50	161	低速	40	33	79	62	110	20	114	44	長	九七式艦攻(友永隊)	0	7	23	22	九七式艦攻(友永隊)	0	7	18	17	九七式艦攻(友永隊)	0	7	20	18	彗星二二型(六三四空/熟練)	0	7	3	1											6	1502	駆逐ロ級	駆逐艦			22	22	小破未満			0			0	1	高速	9	16	7	6	0	0	0	0	短	5inch連装砲																														通常艦隊	通常艦隊
20	2023-09-02 00:05:30	東部オリョール海	マップ:2-3 セル:20	ボス	勝利S	敵主力打撃群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	同航戦					砲撃戦	戦艦ル級	空母ヲ級	軽母ヌ級	駆逐ロ級後期型	駆逐ロ級	駆逐ロ級	通常艦隊	1	敵軍	0	0	16inch三連装砲			2	15	0	1	1524	戦艦ル級 elite	戦艦			74	90	小破未満			0			0	1	低速	132	0	83	85	0	0	5	0	長	16inch三連装砲					16inch三連装砲					12.5inch連装副砲					水上レーダ― Mark.I															6	195	綾波改二	駆逐艦	46	38	20	37	小破	9	6	15	12	8	20	172	高速	84	91	80	55	128	93	84	44	中	10cm連装高角砲+高射装置	10	0	0	0	10cm連装高角砲+高射装置	10	0	0	0	GFCS Mk.37	0	0	0	0											熟練見張員	0	0			通常艦隊	通常艦隊
21	2023-09-02 00:05:30	東部オリョール海	マップ:2-3 セル:20	ボス	勝利S	敵主力打撃群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	同航戦					砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	8	0	5	567	不知火改二	駆逐艦	46	38	38	38	小破未満	9	6	15	12	8	20	173	高速	76	93	92	55	129	98	75	28	中	10cm連装高角砲+高射装置	10	0	0	0	10cm連装高角砲+高射装置	10	0	0	0	GFCS Mk.37	2	0	0	0											熟練見張員	0	0			1	1524	戦艦ル級 elite	戦艦			74	90	小破未満			0			0	1	低速	132	0	83	85	0	0	5	0	長	16inch三連装砲					16inch三連装砲					12.5inch連装副砲					水上レーダ― Mark.I															通常艦隊	通常艦隊
22	2023-09-02 00:05:30	東部オリョール海	マップ:2-3 セル:20	ボス	勝利S	敵主力打撃群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	同航戦					砲撃戦	戦艦ル級	空母ヲ級	軽母ヌ級	駆逐ロ級後期型	駆逐ロ級	駆逐ロ級	通常艦隊	1	敵軍	0	0	5inch連装砲			0	0	0	4	1576	駆逐ロ級後期型	駆逐艦			37	37	小破未満			0			0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲					深海ソナー Mk.II					深海爆雷投射機																				2	408	隼鷹改二	軽空母	97	83	55	62	小破未満	27	18	45	30	20	50	161	低速	40	33	79	62	110	20	114	44	長	九七式艦攻(友永隊)	0	7	23	22	九七式艦攻(友永隊)	0	7	18	17	九七式艦攻(友永隊)	0	7	20	18	彗星二二型(六三四空/熟練)	0	7	3	1											通常艦隊	通常艦隊
23	2023-09-02 00:05:30	東部オリョール海	マップ:2-3 セル:20	ボス	勝利S	敵主力打撃群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	同航戦					砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	4	0	6	195	綾波改二	駆逐艦	46	38	5	37	大破	9	6	15	12	8	20	172	高速	84	91	80	55	128	93	84	44	中	10cm連装高角砲+高射装置	10	0	0	0	10cm連装高角砲+高射装置	10	0	0	0	GFCS Mk.37	0	0	0	0											熟練見張員	0	0			2	1525	空母ヲ級 elite	正規空母			58	88	小破			0			0	1	高速	0	6	45	55	0	6	5	0	超短	深海棲艦戦 Mark.II					深海棲艦攻 Mark.II					深海棲艦爆 Mark.II																				通常艦隊	通常艦隊
24	2023-09-02 00:05:30	東部オリョール海	マップ:2-3 セル:20	ボス	勝利S	敵主力打撃群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	同航戦					砲撃戦	大鳳改	隼鷹改二	Ark Royal改	瑞穂改	不知火改二	綾波改二	通常艦隊	1	自軍	0	0				1	8	0	4	348	瑞穂改	水上機母艦	46	38	49	49	小破未満	24	16	40	27	18	45	126	低速	45	110	44	48	47	0	109	16	短	甲標的 丙型	0	0	12	12	甲標的 甲型	0	0	12	12	甲標的 甲型	0	0	8	8																1	1524	戦艦ル級 elite	戦艦			66	90	小破			0			0	1	低速	132	0	83	85	0	0	5	0	長	16inch三連装砲					16inch三連装砲					12.5inch連装副砲					水上レーダ― Mark.I															通常艦隊	通常艦隊
